proxy_model,source_model_scope,gpu,workload,target_tok_s_user,target_met,slo_gap_pct,effective_output_tps_per_mw,selected_tok_s_user,precision,framework,concurrency,isl,osl,selection_status,source_type,confidence,benchmark_date,method_note
dsr1,dsr1,H200,agentic,30,False,0.9565579710144927,3013.2608695652175,1.3032608695652175,fp8,sglang,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-20T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
dsr1,dsr1,H200,agentic,50,False,0.9739347826086957,3013.2608695652175,1.3032608695652175,fp8,sglang,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-20T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
dsr1,dsr1,H200,agentic,70,False,0.9813819875776397,3013.2608695652175,1.3032608695652175,fp8,sglang,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-20T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
dsr1,dsr1,H200,agentic,100,False,0.9869673913043477,3013.2608695652175,1.3032608695652175,fp8,sglang,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-20T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
dsr1,dsr1,B200,short,10,True,0.0,87925.0,11.92,fp8,sglang,16,1024,1024,selected_public_max,direct_target_row,medium,2026-05-22T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
dsr1,dsr1,B200,short,30,False,0.6026666666666666,87925.0,11.92,fp8,sglang,16,1024,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-22T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
dsr1,dsr1,B200,short,50,False,0.7615999999999999,87925.0,11.92,fp8,sglang,16,1024,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-22T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
dsr1,dsr1,B200,short,70,False,0.8297142857142857,87925.0,11.92,fp8,sglang,16,1024,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-22T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
dsr1,dsr1,B200,short,100,False,0.8808,87925.0,11.92,fp8,sglang,16,1024,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-22T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
dsr1,dsr1,B200,long,10,True,0.0,79568.0,10.79,fp8,sglang,16,8192,1024,selected_public_max,direct_target_row,medium,2026-05-20T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
dsr1,dsr1,B200,long,30,False,0.6403333333333333,79568.0,10.79,fp8,sglang,16,8192,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-20T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
dsr1,dsr1,B200,long,50,False,0.7842,79568.0,10.79,fp8,sglang,16,8192,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-20T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
dsr1,dsr1,B200,long,70,False,0.8458571428571429,79568.0,10.79,fp8,sglang,16,8192,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-20T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
dsr1,dsr1,B200,long,100,False,0.8921000000000001,79568.0,10.79,fp8,sglang,16,8192,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-20T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
dsr1,dsr1,B200,agentic,10,False,0.8827173913043478,8648.695652173914,1.1728260869565217,fp8,sglang,16,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-20T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
dsr1,dsr1,B200,agentic,30,False,0.9609057971014493,8648.695652173914,1.1728260869565217,fp8,sglang,16,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-20T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
dsr1,dsr1,B200,agentic,50,False,0.9765434782608696,8648.695652173914,1.1728260869565217,fp8,sglang,16,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-20T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
dsr1,dsr1,B200,agentic,70,False,0.9832453416149068,8648.695652173914,1.1728260869565217,fp8,sglang,16,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-20T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
dsr1,dsr1,B200,agentic,100,False,0.9882717391304348,8648.695652173914,1.1728260869565217,fp8,sglang,16,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-20T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
dsr1,,GB200,short,10,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
dsr1,,GB200,short,30,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
dsr1,,GB200,short,50,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
dsr1,,GB200,short,70,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
dsr1,,GB200,short,100,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
dsr1,,GB200,long,10,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
dsr1,,GB200,long,30,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
dsr1,,GB200,long,50,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
dsr1,,GB200,long,70,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
dsr1,,GB200,long,100,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
dsr1,,GB200,agentic,10,False,,,,,,,,,missing,no_long_chat_proxy_row,missing,,Agentic proxy could not be derived because no long-chat benchmark row was available.
dsr1,,GB200,agentic,30,False,,,,,,,,,missing,no_long_chat_proxy_row,missing,,Agentic proxy could not be derived because no long-chat benchmark row was available.
dsr1,,GB200,agentic,50,False,,,,,,,,,missing,no_long_chat_proxy_row,missing,,Agentic proxy could not be derived because no long-chat benchmark row was available.
dsr1,,GB200,agentic,70,False,,,,,,,,,missing,no_long_chat_proxy_row,missing,,Agentic proxy could not be derived because no long-chat benchmark row was available.
dsr1,,GB200,agentic,100,False,,,,,,,,,missing,no_long_chat_proxy_row,missing,,Agentic proxy could not be derived because no long-chat benchmark row was available.
frontier_composite,gptoss120b,H200,short,10,True,0.0,1459609.0,39.46,fp4,vllm,64,1024,1024,selected_public_max,direct_target_row,medium,2025-10-20T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,gptoss120b,H200,short,30,True,0.0,1459609.0,39.46,fp4,vllm,64,1024,1024,selected_public_max,direct_target_row,medium,2025-10-20T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,gptoss120b,H200,short,50,True,0.0,1037487.0,56.09,fp4,vllm,32,1024,1024,selected_public_max,direct_target_row,medium,2025-10-31T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,gptoss120b,H200,short,70,True,0.0,728459.0,78.76,fp4,vllm,16,1024,1024,selected_public_max,direct_target_row,medium,2025-10-20T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,gptoss120b,H200,short,100,True,0.0,505857.0,109.39,fp4,vllm,8,1024,1024,selected_public_max,direct_target_row,medium,2025-10-30T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,gptoss120b,H200,long,10,True,0.0,1451169.0,39.23,fp4,vllm,64,8192,1024,selected_public_max,direct_target_row,medium,2025-11-04T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,gptoss120b,H200,long,30,True,0.0,1451169.0,39.23,fp4,vllm,64,8192,1024,selected_public_max,direct_target_row,medium,2025-11-04T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,gptoss120b,H200,long,50,True,0.0,1035150.0,55.96,fp4,vllm,32,8192,1024,selected_public_max,direct_target_row,medium,2025-11-04T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,gptoss120b,H200,long,70,True,0.0,649279.0,70.2,fp4,vllm,16,8192,1024,selected_public_max,direct_target_row,medium,2026-05-13T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,gptoss120b,H200,long,100,True,0.0,329414.0,142.47,fp4,vllm,4,8192,1024,selected_public_max,direct_target_row,medium,2025-11-04T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,gptoss120b,H200,agentic,10,True,0.0,35805.86956521739,15.485869565217392,fp4,vllm,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,medium_low,2025-11-04T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_target_met_from_long_chat.
frontier_composite,gptoss120b,H200,agentic,30,False,0.48380434782608694,35805.86956521739,15.485869565217392,fp4,vllm,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2025-11-04T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
frontier_composite,gptoss120b,H200,agentic,50,False,0.6902826086956522,35805.86956521739,15.485869565217392,fp4,vllm,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2025-11-04T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
frontier_composite,gptoss120b,H200,agentic,70,False,0.7787732919254658,35805.86956521739,15.485869565217392,fp4,vllm,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2025-11-04T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
frontier_composite,gptoss120b,H200,agentic,100,False,0.845141304347826,35805.86956521739,15.485869565217392,fp4,vllm,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2025-11-04T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
frontier_composite,dsv4+kimik2.5,B200,short,10,True,0.0,40586.0,11.01,int4,vllm,8,1024,1024,selected_public_max,direct_target_row,medium,2026-05-16T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,B200,short,30,False,0.6330000000000001,40586.0,11.01,int4,vllm,8,1024,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-16T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,B200,short,50,False,0.7798,40586.0,11.01,int4,vllm,8,1024,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-16T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,B200,short,70,False,0.8427142857142857,40586.0,11.01,int4,vllm,8,1024,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-16T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,B200,short,100,False,0.8898999999999999,40586.0,11.01,int4,vllm,8,1024,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-16T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,B200,long,10,True,0.0,22902.0,12.42,int4,vllm,4,8192,1024,selected_public_max,direct_target_row,medium,2026-05-16T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,B200,long,30,False,0.586,22902.0,12.42,int4,vllm,4,8192,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-16T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,B200,long,50,False,0.7515999999999999,22902.0,12.42,int4,vllm,4,8192,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-16T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,B200,long,70,False,0.8225714285714285,22902.0,12.42,int4,vllm,4,8192,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-16T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,B200,long,100,False,0.8758,22902.0,12.42,int4,vllm,4,8192,1024,selected_public_max,best_available_below_target,low_target_gap,2026-05-16T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,B200,agentic,10,False,0.865,2489.3478260869565,1.35,int4,vllm,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-16T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
frontier_composite,dsv4+kimik2.5,B200,agentic,30,False,0.955,2489.3478260869565,1.35,int4,vllm,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-16T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
frontier_composite,dsv4+kimik2.5,B200,agentic,50,False,0.973,2489.3478260869565,1.35,int4,vllm,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-16T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
frontier_composite,dsv4+kimik2.5,B200,agentic,70,False,0.9807142857142858,2489.3478260869565,1.35,int4,vllm,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-16T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
frontier_composite,dsv4+kimik2.5,B200,agentic,100,False,0.9865,2489.3478260869565,1.35,int4,vllm,4,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-16T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_public_max; agentic_best_available_below_target.
frontier_composite,,GB200,short,10,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
frontier_composite,,GB200,short,30,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
frontier_composite,,GB200,short,50,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
frontier_composite,,GB200,short,70,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
frontier_composite,,GB200,short,100,False,,,,,,,,,missing,no_benchmark_row,missing,,No model/GPU/workload benchmark row was available.
frontier_composite,dsv4+kimik2.5,GB200,long,10,True,0.0,7963.0,16.72,fp4,dynamo-vllm,1,8192,1024,selected_optimized_stack,direct_target_row,medium,2026-05-19T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,GB200,long,30,False,0.4426666666666667,7963.0,16.72,fp4,dynamo-vllm,1,8192,1024,selected_optimized_stack,best_available_below_target,low_target_gap,2026-05-19T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,GB200,long,50,False,0.6656,7963.0,16.72,fp4,dynamo-vllm,1,8192,1024,selected_optimized_stack,best_available_below_target,low_target_gap,2026-05-19T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,GB200,long,70,False,0.7611428571428571,7963.0,16.72,fp4,dynamo-vllm,1,8192,1024,selected_optimized_stack,best_available_below_target,low_target_gap,2026-05-19T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,GB200,long,100,False,0.8328,7963.0,16.72,fp4,dynamo-vllm,1,8192,1024,selected_optimized_stack,best_available_below_target,low_target_gap,2026-05-19T00:00:00.000Z,tok_s_user is computed as output_tok_s_gpu/concurrency when source tok_s_user is blank; agentic_derived uses long_chat rows multiplied by the Kimi K2.5 agentic/long ratio.
frontier_composite,dsv4+kimik2.5,GB200,agentic,10,False,0.8182608695652174,865.5434782608696,1.817391304347826,fp4,dynamo-vllm,1,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-19T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_optimized_stack; agentic_best_available_below_target.
frontier_composite,dsv4+kimik2.5,GB200,agentic,30,False,0.9394202898550724,865.5434782608696,1.817391304347826,fp4,dynamo-vllm,1,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-19T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_optimized_stack; agentic_best_available_below_target.
frontier_composite,dsv4+kimik2.5,GB200,agentic,50,False,0.9636521739130434,865.5434782608696,1.817391304347826,fp4,dynamo-vllm,1,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-19T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_optimized_stack; agentic_best_available_below_target.
frontier_composite,dsv4+kimik2.5,GB200,agentic,70,False,0.9740372670807455,865.5434782608696,1.817391304347826,fp4,dynamo-vllm,1,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-19T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_optimized_stack; agentic_best_available_below_target.
frontier_composite,dsv4+kimik2.5,GB200,agentic,100,False,0.9818260869565217,865.5434782608696,1.817391304347826,fp4,dynamo-vllm,1,8192,1024,agentic_from_long_chat,dynamic_reasoning_proxy,low_target_gap,2026-05-19T00:00:00.000Z,Agentic throughput = long-chat output TPS/MW divided by 9.2x LLM call multiplier from dynamic reasoning / AgentBench analysis. Long-chat source selection: selected_optimized_stack; agentic_best_available_below_target.
