source_section,target_section,stage,hypothesis,source_metric,target_metric,lag_quarters,lag_interpretation,observations,corr,r_squared,beta_revenue_yoy_per_1_capex_yoy,status
Hyperscalers,Cooling,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,6,Hyperscalers capex leads Cooling revenue by 6 quarter(s),24,-0.27162472233788737,0.0737799897851344,-0.28322094533140635,ok
Hyperscalers,Cooling,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,7,Hyperscalers capex leads Cooling revenue by 7 quarter(s),23,0.03658247748992587,0.0013382776593009332,0.03865529978665231,ok
Hyperscalers,Cooling,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,8,Hyperscalers capex leads Cooling revenue by 8 quarter(s),23,0.1644540908532644,0.027045147998373743,0.1905346141512251,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-4,Energy revenue leads Hyperscalers capex by 4 quarter(s),24,0.030855402824221508,0.0009520558834449766,0.10889216790374445,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-3,Energy revenue leads Hyperscalers capex by 3 quarter(s),25,0.1474033279813201,0.02172774109996863,0.518489496711529,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-2,Energy revenue leads Hyperscalers capex by 2 quarter(s),26,0.042789109563815764,0.0018309078972642296,0.1501133264533414,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-1,Energy revenue leads Hyperscalers capex by 1 quarter(s),27,-0.16180843482038318,0.02618196957902219,-0.5589130019603058,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,0,Hyperscalers capex and Energy revenue move in the same quarter,28,-0.0745983589480823,0.00556491515774693,-0.2552968844845526,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,1,Hyperscalers capex leads Energy revenue by 1 quarter(s),27,0.07078905856676876,0.005011090812769417,0.2579021541137052,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,2,Hyperscalers capex leads Energy revenue by 2 quarter(s),26,0.20388031470888446,0.041567182725793766,1.3373796277670826,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,3,Hyperscalers capex leads Energy revenue by 3 quarter(s),25,0.36052738213307983,0.12997999326773177,2.4097072997225655,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,4,Hyperscalers capex leads Energy revenue by 4 quarter(s),24,-0.31172412464836424,0.09717192988778893,-0.7499972269145583,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,5,Hyperscalers capex leads Energy revenue by 5 quarter(s),23,0.24672407276160904,0.06087276808007575,1.682578834632653,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,6,Hyperscalers capex leads Energy revenue by 6 quarter(s),23,-0.17005290267255552,0.02891798970736164,-1.1573799966650729,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,7,Hyperscalers capex leads Energy revenue by 7 quarter(s),22,-0.1218580732495985,0.014849390016104516,-0.8407166293047059,ok
Hyperscalers,Energy,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,8,Hyperscalers capex leads Energy revenue by 8 quarter(s),21,-0.11113035151563355,0.012349955027988276,-0.807354590852915,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-4,Server OEM revenue leads Hyperscalers capex by 4 quarter(s),25,0.14452143967842931,0.020886446526725885,1.0252565540184886,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-3,Server OEM revenue leads Hyperscalers capex by 3 quarter(s),26,0.7430649124882963,0.5521454641712394,5.209572229308699,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-2,Server OEM revenue leads Hyperscalers capex by 2 quarter(s),27,0.6580519668535258,0.4330323910797939,4.5869908493926355,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-1,Server OEM revenue leads Hyperscalers capex by 1 quarter(s),28,0.05253330586826317,0.002759748225448494,0.3651008370581467,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,0,Hyperscalers capex and Server OEM revenue move in the same quarter,29,-0.059838309916983655,0.0035806233337209842,-0.41161428060026345,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,1,Hyperscalers capex leads Server OEM revenue by 1 quarter(s),29,-0.02642551494126107,0.000698307839910812,-0.14775473610132547,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,2,Hyperscalers capex leads Server OEM revenue by 2 quarter(s),29,-0.1912753321776445,0.03658625269966825,-0.8477191384699497,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,3,Hyperscalers capex leads Server OEM revenue by 3 quarter(s),28,-0.26978769866610264,0.0727854023515518,-1.899806098559074,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,4,Hyperscalers capex leads Server OEM revenue by 4 quarter(s),27,-0.23522199537627408,0.055329387108795904,-1.7691222198326808,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,5,Hyperscalers capex leads Server OEM revenue by 5 quarter(s),26,-0.11242288254075482,0.012638904518772354,-1.5184149299350707,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,6,Hyperscalers capex leads Server OEM revenue by 6 quarter(s),25,-0.12775852585187833,0.016322240927845063,-1.7491336379826141,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,7,Hyperscalers capex leads Server OEM revenue by 7 quarter(s),24,0.052380819686831497,0.0027437502710643542,0.7247114732309151,ok
Hyperscalers,Server OEM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,8,Hyperscalers capex leads Server OEM revenue by 8 quarter(s),23,0.3350582694192325,0.11226404390621099,4.668817439361684,ok
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-4,Server ODM revenue leads Hyperscalers capex by 4 quarter(s),0,,,,insufficient_observations
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-3,Server ODM revenue leads Hyperscalers capex by 3 quarter(s),0,,,,insufficient_observations
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-2,Server ODM revenue leads Hyperscalers capex by 2 quarter(s),0,,,,insufficient_observations
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-1,Server ODM revenue leads Hyperscalers capex by 1 quarter(s),0,,,,insufficient_observations
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,0,Hyperscalers capex and Server ODM revenue move in the same quarter,1,,,,insufficient_observations
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,1,Hyperscalers capex leads Server ODM revenue by 1 quarter(s),1,,,,insufficient_observations
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,2,Hyperscalers capex leads Server ODM revenue by 2 quarter(s),1,,,,insufficient_observations
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,3,Hyperscalers capex leads Server ODM revenue by 3 quarter(s),1,,,,insufficient_observations
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,4,Hyperscalers capex leads Server ODM revenue by 4 quarter(s),0,,,,insufficient_observations
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,5,Hyperscalers capex leads Server ODM revenue by 5 quarter(s),0,,,,insufficient_observations
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,6,Hyperscalers capex leads Server ODM revenue by 6 quarter(s),0,,,,insufficient_observations
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,7,Hyperscalers capex leads Server ODM revenue by 7 quarter(s),0,,,,insufficient_observations
Hyperscalers,Server ODM,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,8,Hyperscalers capex leads Server ODM revenue by 8 quarter(s),0,,,,insufficient_observations
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-4,Server EMS revenue leads Hyperscalers capex by 4 quarter(s),25,0.6294959135776217,0.39626510521092456,40.009932976808386,ok
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-3,Server EMS revenue leads Hyperscalers capex by 3 quarter(s),26,0.42565564536992934,0.18118272843529104,30.22760373388504,ok
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-2,Server EMS revenue leads Hyperscalers capex by 2 quarter(s),27,0.4792087345900607,0.22964101130740724,33.887117374622036,ok
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-1,Server EMS revenue leads Hyperscalers capex by 1 quarter(s),28,0.3849401216223558,0.14817889723463407,27.081551954549703,ok
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,0,Hyperscalers capex and Server EMS revenue move in the same quarter,29,-0.01601312671948528,0.0002564202273342934,-0.8968397435521098,ok
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,1,Hyperscalers capex leads Server EMS revenue by 1 quarter(s),29,-0.1456241426139794,0.021206390912056613,-9.38600686091164,ok
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,2,Hyperscalers capex leads Server EMS revenue by 2 quarter(s),28,-0.2004984976527097,0.04019964756099363,-12.994980012092267,ok
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,3,Hyperscalers capex leads Server EMS revenue by 3 quarter(s),27,-0.20375136196280616,0.04151461750169845,-13.641011699414193,ok
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,4,Hyperscalers capex leads Server EMS revenue by 4 quarter(s),26,-0.30037188295103945,0.09022326806755294,-40.79252295590446,ok
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,5,Hyperscalers capex leads Server EMS revenue by 5 quarter(s),25,-0.30652004075520867,0.09395453538457478,-42.13790157912705,ok
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,6,Hyperscalers capex leads Server EMS revenue by 6 quarter(s),24,0.05280276077525531,0.0027881315454888404,7.319142473658664,ok
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,7,Hyperscalers capex leads Server EMS revenue by 7 quarter(s),23,0.13023941330196695,0.016962304777240565,18.137575699464204,ok
Hyperscalers,Server EMS,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,8,Hyperscalers capex leads Server EMS revenue by 8 quarter(s),23,0.061342995545499726,0.003762963102495199,8.545215781047958,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-4,Server Networking revenue leads Hyperscalers capex by 4 quarter(s),25,0.17914919233846704,0.03209443311552506,0.11562187953433556,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-3,Server Networking revenue leads Hyperscalers capex by 3 quarter(s),26,0.6928262008283519,0.4800081445542478,0.45280744582389404,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-2,Server Networking revenue leads Hyperscalers capex by 2 quarter(s),27,0.42729662131958546,0.1825824025911332,0.3006329598282805,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,-1,Server Networking revenue leads Hyperscalers capex by 1 quarter(s),28,0.10267743204217517,0.0105426550507755,0.07087608822127446,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,0,Hyperscalers capex and Server Networking revenue move in the same quarter,29,0.2592674818855429,0.0672196271632703,0.18757461192226485,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,1,Hyperscalers capex leads Server Networking revenue by 1 quarter(s),29,-0.13541438653161061,0.018337056079732447,-0.08996920143395917,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,2,Hyperscalers capex leads Server Networking revenue by 2 quarter(s),29,-0.3862944148458215,0.14922337494107563,-0.24061438404290228,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,3,Hyperscalers capex leads Server Networking revenue by 3 quarter(s),28,-0.4202882119034603,0.17664218106500792,-0.32786228950507496,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,4,Hyperscalers capex leads Server Networking revenue by 4 quarter(s),27,-0.43022024039879897,0.18508945524880038,-0.33736715032315234,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,5,Hyperscalers capex leads Server Networking revenue by 5 quarter(s),26,-0.13482110245074097,0.018176729666033193,-0.20328996162874519,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,6,Hyperscalers capex leads Server Networking revenue by 6 quarter(s),25,-0.14686005351965384,0.02156787531979559,-0.22097697126332205,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,7,Hyperscalers capex leads Server Networking revenue by 7 quarter(s),24,0.017070833489107606,0.0002914133560128377,0.0262472578623696,ok
Hyperscalers,Server Networking,facility_and_server_buildout,"Data-center buildout pull-through into physical infrastructure, server assembly, and networking.",capex_yoy_pct,revenue_usd_m_yoy_pct,8,Hyperscalers capex leads Server Networking revenue by 8 quarter(s),23,0.323483362074595,0.10464148553908352,0.4855174558462779,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,-4,AI Chip revenue leads Hyperscalers capex by 4 quarter(s),25,-0.4024455613336905,0.16196242983718925,-0.1853578435561704,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,-3,AI Chip revenue leads Hyperscalers capex by 3 quarter(s),26,-0.10866138021925648,0.011807295551153823,-0.05154647357774755,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,-2,AI Chip revenue leads Hyperscalers capex by 2 quarter(s),27,-0.10165128819412451,0.010332984391524958,-0.10827003056233074,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,-1,AI Chip revenue leads Hyperscalers capex by 1 quarter(s),28,0.4472620212606246,0.2000433156621394,0.4722960802004467,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,0,Hyperscalers capex and AI Chip revenue move in the same quarter,29,0.7323823418405592,0.5363838946398617,0.7607122331604349,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,1,Hyperscalers capex leads AI Chip revenue by 1 quarter(s),29,0.06143599233562102,0.0037743811542624846,0.06462399176840143,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,2,Hyperscalers capex leads AI Chip revenue by 2 quarter(s),29,-0.07759730834026696,0.0060213422616544636,-0.0836316119437617,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,3,Hyperscalers capex leads AI Chip revenue by 3 quarter(s),28,-0.11264771864330943,0.012689508515542203,-0.12300924452610036,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,4,Hyperscalers capex leads AI Chip revenue by 4 quarter(s),27,-0.4999171171443608,0.24991712401392857,-0.27636705744197093,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,5,Hyperscalers capex leads AI Chip revenue by 5 quarter(s),26,-0.29232841710470314,0.0854559034469413,-0.6144711650703548,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,6,Hyperscalers capex leads AI Chip revenue by 6 quarter(s),25,-0.3894545340709171,0.15167483410839513,-0.8289577442088021,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,7,Hyperscalers capex leads AI Chip revenue by 7 quarter(s),24,-0.18685543927727555,0.03491495518750361,-0.40025024665464154,ok
Hyperscalers,AI Chip,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,8,Hyperscalers capex leads AI Chip revenue by 8 quarter(s),23,-0.0014708120149927882,2.163287983447146e-06,-0.0030897075107703524,ok
Hyperscalers,CPU,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,-4,CPU revenue leads Hyperscalers capex by 4 quarter(s),25,0.02413558992454144,0.0005825267010056263,0.0034476823057210167,ok
Hyperscalers,CPU,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,-3,CPU revenue leads Hyperscalers capex by 3 quarter(s),26,0.04428780091363037,0.0019614093097653587,0.006258300416888403,ok
Hyperscalers,CPU,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,-2,CPU revenue leads Hyperscalers capex by 2 quarter(s),27,0.16592078227739718,0.027529705991543436,0.0232770953475785,ok
Hyperscalers,CPU,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,-1,CPU revenue leads Hyperscalers capex by 1 quarter(s),28,0.2026414467483782,0.041063555940275796,0.02820453898611707,ok
Hyperscalers,CPU,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,0,Hyperscalers capex and CPU revenue move in the same quarter,29,0.22350356050873332,0.049953841560081015,0.04880826698203193,ok
Hyperscalers,CPU,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,1,Hyperscalers capex leads CPU revenue by 1 quarter(s),29,-0.0679945084437044,0.004623253178500989,-0.01845982086301967,ok
Hyperscalers,CPU,compute_and_memory_procurement,Compute and memory procurement follows hyperscaler investment budgets.,capex_yoy_pct,revenue_usd_m_yoy_pct,2,Hyperscalers capex leads CPU revenue by 2 quarter(s),28,-0.6617406487681329,0.4379006862320694,-0.1803784141425509,ok
