analysis_layer,source_section,target_section,source_metric,source_transform,target_metric,target_transform,target_transform_col,lag_quarters,timing,lag_interpretation,observations,corr,r_squared,beta_target_per_1_source,status
Procurement spend -> Supplier revenue,AI Chip,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,AI Chip Cost of revenue leads AI Software Revenue by 6 quarter(s),22,0.07007471303651754,0.004910465407150281,0.05990650575036364,ok
Procurement spend -> Supplier revenue,AI Chip,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,AI Chip Cost of revenue leads AI Software Revenue by 7 quarter(s),21,0.18843300487951772,0.03550699732792435,0.16027132128437038,ok
Procurement spend -> Supplier revenue,AI Chip,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,AI Chip Cost of revenue leads AI Software Revenue by 8 quarter(s),20,0.3265003582030151,0.10660248390669716,0.2779876838361534,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,CPU Revenue leads AI Chip Cost of revenue by 4 quarter(s),26,-0.20471052732569975,0.04190639999796606,-0.06608337569139337,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,CPU Revenue leads AI Chip Cost of revenue by 3 quarter(s),27,-0.13680633691961555,0.018715973821363367,-0.04413545715127479,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,CPU Revenue leads AI Chip Cost of revenue by 2 quarter(s),28,-0.10572109930617389,0.01117695083850588,-0.03410954687131107,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,CPU Revenue leads AI Chip Cost of revenue by 1 quarter(s),29,0.16986261212676387,0.02885330699852743,0.9124833508570287,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,AI Chip Cost of revenue and CPU Revenue move in the same quarter,30,0.38284945632865747,0.1465737062111486,2.690863671278111,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,AI Chip Cost of revenue leads CPU Revenue by 1 quarter(s),29,0.6387228248007522,0.40796684692145235,4.554735213903741,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,AI Chip Cost of revenue leads CPU Revenue by 2 quarter(s),28,0.23301123762802084,0.054294236860941994,1.78458417589203,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,AI Chip Cost of revenue leads CPU Revenue by 3 quarter(s),27,-0.2628829056267652,0.06910742207077074,-2.471825761665621,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,AI Chip Cost of revenue leads CPU Revenue by 4 quarter(s),26,-0.23397266592562227,0.054743208400342844,-2.24393125919201,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,AI Chip Cost of revenue leads CPU Revenue by 5 quarter(s),25,-0.2533914237730298,0.06420721364172317,-2.4543683893156936,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,AI Chip Cost of revenue leads CPU Revenue by 6 quarter(s),24,-0.05036151877267685,0.0025362825730906825,-0.4929078244501075,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,AI Chip Cost of revenue leads CPU Revenue by 7 quarter(s),23,0.037720326388128715,0.0014228230228269594,0.3745472659780275,ok
Procurement spend -> Supplier revenue,AI Chip,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,AI Chip Cost of revenue leads CPU Revenue by 8 quarter(s),22,-0.06626946465522293,0.0043916419456898415,-0.6584532977312804,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,Cooling Revenue leads AI Chip Cost of revenue by 4 quarter(s),27,-0.435469711279425,0.18963386944178579,-0.17927875260286555,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,Cooling Revenue leads AI Chip Cost of revenue by 3 quarter(s),28,-0.43082653319762687,0.1856115017070859,-0.17963359290824485,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,Cooling Revenue leads AI Chip Cost of revenue by 2 quarter(s),29,-0.24766069336022614,0.06133581903566796,-0.10480016130501538,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,Cooling Revenue leads AI Chip Cost of revenue by 1 quarter(s),30,0.17610013985104064,0.031011259255556072,2.6571804815817384,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,AI Chip Cost of revenue and Cooling Revenue move in the same quarter,31,0.4090411479220139,0.16731466069335885,6.6468795920628,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,AI Chip Cost of revenue leads Cooling Revenue by 1 quarter(s),30,0.6418130565160665,0.41192399951449554,10.589132459865224,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,AI Chip Cost of revenue leads Cooling Revenue by 2 quarter(s),29,0.06772936901381828,0.004587267427009967,1.201920852803717,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,AI Chip Cost of revenue leads Cooling Revenue by 3 quarter(s),28,-0.21063008376572578,0.044365032187156664,-4.594741382179278,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,AI Chip Cost of revenue leads Cooling Revenue by 4 quarter(s),27,-0.19680864651029042,0.03873364334121245,-4.378436648720712,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,AI Chip Cost of revenue leads Cooling Revenue by 5 quarter(s),26,-0.21515443681084906,0.04629143167939364,-4.8369385807844925,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,AI Chip Cost of revenue leads Cooling Revenue by 6 quarter(s),25,-0.15780201247861664,0.024901475142301482,-3.584963784755742,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,AI Chip Cost of revenue leads Cooling Revenue by 7 quarter(s),24,0.04663264057231745,0.002174603166746948,1.074698556127078,ok
Procurement spend -> Supplier revenue,AI Chip,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,AI Chip Cost of revenue leads Cooling Revenue by 8 quarter(s),23,0.0033429984847602096,1.1175638869109058e-05,0.0773704898593451,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,DRAM Revenue leads AI Chip Cost of revenue by 4 quarter(s),24,-0.607473588660866,0.369024160920511,-0.635861725745767,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,DRAM Revenue leads AI Chip Cost of revenue by 3 quarter(s),25,-0.3750252773427469,0.1406439586460042,-0.42046134722497247,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,DRAM Revenue leads AI Chip Cost of revenue by 2 quarter(s),26,-0.028014345884063978,0.0007848035753119724,-0.03312491580133044,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,DRAM Revenue leads AI Chip Cost of revenue by 1 quarter(s),27,0.136866059773077,0.018732318317807486,0.16923893950839353,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,AI Chip Cost of revenue and DRAM Revenue move in the same quarter,28,0.34157400390630765,0.11667280014458628,0.42485937559832987,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,AI Chip Cost of revenue leads DRAM Revenue by 1 quarter(s),27,0.3551383404737119,0.12612324087442212,0.5310312130909323,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,AI Chip Cost of revenue leads DRAM Revenue by 2 quarter(s),26,0.09292175031317883,0.008634451681264749,0.13957664676042167,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,AI Chip Cost of revenue leads DRAM Revenue by 3 quarter(s),25,-0.05984969784877356,0.0035819863325894903,-0.09093799253528793,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,AI Chip Cost of revenue leads DRAM Revenue by 4 quarter(s),24,-0.19570635596702302,0.03830097776589113,-0.30074550303294234,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,AI Chip Cost of revenue leads DRAM Revenue by 5 quarter(s),23,-0.2859690618968632,0.08177830436217198,-0.444108540130503,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,AI Chip Cost of revenue leads DRAM Revenue by 6 quarter(s),22,-0.20156891640073854,0.04063002805896792,-0.3105400758469113,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,AI Chip Cost of revenue leads DRAM Revenue by 7 quarter(s),21,0.011132682682006432,0.0001239366236982459,0.01703579663141652,ok
Procurement spend -> Supplier revenue,AI Chip,DRAM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,AI Chip Cost of revenue leads DRAM Revenue by 8 quarter(s),20,0.3507260490141341,0.12300876145706481,0.5352732378037316,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,Energy Revenue leads AI Chip Cost of revenue by 4 quarter(s),25,0.024274566843600003,0.0005892545954444046,0.11458439033663295,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,Energy Revenue leads AI Chip Cost of revenue by 3 quarter(s),26,-0.1038508683855307,0.01078500286442882,-0.49168268577533075,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,Energy Revenue leads AI Chip Cost of revenue by 2 quarter(s),27,0.054779488366914514,0.0030007923457409224,0.26011554483617766,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,Energy Revenue leads AI Chip Cost of revenue by 1 quarter(s),28,0.0650728248698404,0.004234472536540919,0.3087908070947556,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,AI Chip Cost of revenue and Energy Revenue move in the same quarter,29,0.38688520845425106,0.1496801645206893,0.4273027545626572,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,AI Chip Cost of revenue leads Energy Revenue by 1 quarter(s),28,-0.04968899251228762,0.0024689959768861756,-0.2909400764871208,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,AI Chip Cost of revenue leads Energy Revenue by 2 quarter(s),27,-0.028423109646659353,0.0008078731619860199,-0.1698375508258522,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,3,source leads,AI Chip Cost of revenue leads Energy Revenue by 3 quarter(s),26,0.07475940474339716,0.005588968597587074,0.45142932842438716,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,AI Chip Cost of revenue leads Energy Revenue by 4 quarter(s),25,-0.06838426191683164,0.00467640727790983,-0.41491387121045464,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,AI Chip Cost of revenue leads Energy Revenue by 5 quarter(s),24,0.07898618980121794,0.006238818179314025,0.48838165505885267,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,AI Chip Cost of revenue leads Energy Revenue by 6 quarter(s),23,0.17479915778373875,0.030554745561904396,0.2505058267213212,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,7,source leads,AI Chip Cost of revenue leads Energy Revenue by 7 quarter(s),22,0.12889178432412213,0.016613092066256014,0.1846128150323933,ok
Procurement spend -> Supplier revenue,AI Chip,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,AI Chip Cost of revenue leads Energy Revenue by 8 quarter(s),21,0.034390291304491935,0.0011826921360078137,0.04920116713590211,ok
Procurement spend -> Supplier revenue,AI Chip,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,HW equipment Revenue leads AI Chip Cost of revenue by 4 quarter(s),27,-0.04811017154907377,0.0023145886064813077,-0.8550892386014488,ok
Procurement spend -> Supplier revenue,AI Chip,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,HW equipment Revenue leads AI Chip Cost of revenue by 3 quarter(s),28,-0.03294862603461613,0.001085611957568984,-0.5863934571864303,ok
Procurement spend -> Supplier revenue,AI Chip,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-2,target leads,HW equipment Revenue leads AI Chip Cost of revenue by 2 quarter(s),29,-0.003201949556429471,1.0252480961918886e-05,-0.05695946182593156,ok
Procurement spend -> Supplier revenue,AI Chip,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,HW equipment Revenue leads AI Chip Cost of revenue by 1 quarter(s),30,-0.10881104724708271,0.011839844003006866,-1.9307897915702394,ok
Procurement spend -> Supplier revenue,AI Chip,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,AI Chip Cost of revenue and HW equipment Revenue move in the same quarter,31,-0.07620807106943231,0.0058076700961236455,-1.3511296101569696,ok
Procurement spend -> Supplier revenue,AI Chip,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,AI Chip Cost of revenue leads HW equipment Revenue by 1 quarter(s),30,0.09357833048519616,0.008756903936396594,1.6849007124784636,ok
